Year,Average Household Income,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2018,60001-80000,4,707,Los Angeles,East Central,Pomona City
2018,80001-120000,4,581,Los Angeles,East Central,Pomona City
2018,Negative Income,0,417,Los Angeles,East Central,Pomona City
2018,No Income,1,465,Los Angeles,East Central,Pomona City
2019,1-20000,2,803,Los Angeles,East Central,Pomona City
2019,120001-160000,4,789,Los Angeles,East Central,Pomona City
2019,160001-200000,5,262,Los Angeles,East Central,Pomona City
2019,200000-Max,3,534,Los Angeles,East Central,Pomona City
2019,20001-40000,3,743,Los Angeles,East Central,Pomona City
2019,400001-60000,4,659,Los Angeles,East Central,Pomona City
2019,60001-80000,4,565,Los Angeles,East Central,Pomona City
2019,80001-120000,3,519,Los Angeles,East Central,Pomona City
2019,Negative Income,0,527,Los Angeles,East Central,Pomona City
2019,No Income,2,996,Los Angeles,East Central,Pomona City
2015,1-20000,2,466,Los Angeles,East Central,West Covina City
2015,120001-160000,4,316,Los Angeles,East Central,West Covina City
2015,160001-200000,4,69,Los Angeles,East Central,West Covina City
2015,200000-Max,5,74,Los Angeles,East Central,West Covina City
2015,20001-40000,3,643,Los Angeles,East Central,West Covina City
2015,400001-60000,3,472,Los Angeles,East Central,West Covina City
2015,60001-80000,3,489,Los Angeles,East Central,West Covina City
2015,80001-120000,4,407,Los Angeles,East Central,West Covina City
2015,Negative Income,0,1062,Los Angeles,East Central,West Covina City
2015,No Income,1,0,Los Angeles,East Central,West Covina City
2016,1-20000,2,706,Los Angeles,East Central,West Covina City
2016,120001-160000,4,196,Los Angeles,East Central,West Covina City
2016,160001-200000,4,0,Los Angeles,East Central,West Covina City
2016,200000-Max,5,107,Los Angeles,East Central,West Covina City
2016,20001-40000,3,778,Los Angeles,East Central,West Covina City
2016,400001-60000,3,759,Los Angeles,East Central,West Covina City
2016,60001-80000,3,470,Los Angeles,East Central,West Covina City
2016,80001-120000,4,431,Los Angeles,East Central,West Covina City
2016,Negative Income,0,402,Los Angeles,East Central,West Covina City
2016,No Income,1,858,Los Angeles,East Central,West Covina City
2017,1-20000,2,484,Los Angeles,East Central,West Covina City
2017,120001-160000,4,366,Los Angeles,East Central,West Covina City
2017,160001-200000,4,0,Los Angeles,East Central,West Covina City
2017,200000-Max,5,230,Los Angeles,East Central,West Covina City
2017,20001-40000,3,768,Los Angeles,East Central,West Covina City
2017,400001-60000,3,395,Los Angeles,East Central,West Covina City
2017,60001-80000,4,688,Los Angeles,East Central,West Covina City
2017,80001-120000,4,413,Los Angeles,East Central,West Covina City
2017,Negative Income,0,729,Los Angeles,East Central,West Covina City
2017,No Income,1,669,Los Angeles,East Central,West Covina City
2018,1-20000,2,668,Los Angeles,East Central,West Covina City
2018,120001-160000,4,255,Los Angeles,East Central,West Covina City
2018,160001-200000,4,193,Los Angeles,East Central,West Covina City
2018,200000-Max,4,328,Los Angeles,East Central,West Covina City
2018,20001-40000,3,638,Los Angeles,East Central,West Covina City
2018,400001-60000,3,447,Los Angeles,East Central,West Covina City
2018,60001-80000,3,441,Los Angeles,East Central,West Covina City
2018,80001-120000,4,442,Los Angeles,East Central,West Covina City
2018,Negative Income,0,430,Los Angeles,East Central,West Covina City
2018,No Income,2,829,Los Angeles,East Central,West Covina City
2019,1-20000,2,725,Los Angeles,East Central,West Covina City
2019,120001-160000,4,389,Los Angeles,East Central,West Covina City
2019,160001-200000,4,607,Los Angeles,East Central,West Covina City
2019,200000-Max,4,290,Los Angeles,East Central,West Covina City
2019,20001-40000,2,678,Los Angeles,East Central,West Covina City
2019,400001-60000,3,595,Los Angeles,East Central,West Covina City
2019,60001-80000,3,776,Los Angeles,East Central,West Covina City
2019,80001-120000,4,498,Los Angeles,East Central,West Covina City
2019,Negative Income,0,339,Los Angeles,East Central,West Covina City
2019,No Income,2,35,Los Angeles,East Central,West Covina City
2015,1-20000,2,525,Los Angeles,North Central,Lancaster City
2015,120001-160000,3,278,Los Angeles,North Central,Lancaster City
2015,160001-200000,3,57,Los Angeles,North Central,Lancaster City
2015,200000-Max,4,3,Los Angeles,North Central,Lancaster City
2015,20001-40000,3,555,Los Angeles,North Central,Lancaster City
2015,400001-60000,3,462,Los Angeles,North Central,Lancaster City
2015,60001-80000,4,253,Los Angeles,North Central,Lancaster City
2015,80001-120000,3,417,Los Angeles,North Central,Lancaster City
2015,Negative Income,0,445,Los Angeles,North Central,Lancaster City
2015,No Income,2,618,Los Angeles,North Central,Lancaster City
2016,1-20000,2,456,Los Angeles,North Central,Lancaster City
2016,120001-160000,3,22,Los Angeles,North Central,Lancaster City
2016,160001-200000,3,66,Los Angeles,North Central,Lancaster City
2016,200000-Max,3,127,Los Angeles,North Central,Lancaster City
2016,20001-40000,3,636,Los Angeles,North Central,Lancaster City
2016,400001-60000,3,626,Los Angeles,North Central,Lancaster City
2016,60001-80000,3,554,Los Angeles,North Central,Lancaster City
2016,80001-120000,3,267,Los Angeles,North Central,Lancaster City
2016,Negative Income,0,432,Los Angeles,North Central,Lancaster City
2016,No Income,3,650,Los Angeles,North Central,Lancaster City
2017,1-20000,2,513,Los Angeles,North Central,Lancaster City
2017,120001-160000,3,160,Los Angeles,North Central,Lancaster City
2017,160001-200000,3,296,Los Angeles,North Central,Lancaster City
2017,200000-Max,3,206,Los Angeles,North Central,Lancaster City
2017,20001-40000,3,537,Los Angeles,North Central,Lancaster City
2017,400001-60000,3,477,Los Angeles,North Central,Lancaster City
2017,60001-80000,3,516,Los Angeles,North Central,Lancaster City
2017,80001-120000,4,337,Los Angeles,North Central,Lancaster City
2017,Negative Income,0,308,Los Angeles,North Central,Lancaster City
2017,No Income,2,682,Los Angeles,North Central,Lancaster City
2018,1-20000,2,585,Los Angeles,North Central,Lancaster City
2018,120001-160000,4,270,Los Angeles,North Central,Lancaster City
2018,160001-200000,3,157,Los Angeles,North Central,Lancaster City
2018,200000-Max,3,105,Los Angeles,North Central,Lancaster City
2018,20001-40000,3,643,Los Angeles,North Central,Lancaster City
2018,400001-60000,3,554,Los Angeles,North Central,Lancaster City
2018,60001-80000,3,554,Los Angeles,North Central,Lancaster City
2018,80001-120000,4,343,Los Angeles,North Central,Lancaster City
2018,Negative Income,0,459,Los Angeles,North Central,Lancaster City
2018,No Income,3,603,Los Angeles,North Central,Lancaster City
2019,1-20000,2,569,Los Angeles,North Central,Lancaster City
2019,120001-160000,3,348,Los Angeles,North Central,Lancaster City
2019,160001-200000,3,121,Los Angeles,North Central,Lancaster City
2019,200000-Max,3,595,Los Angeles,North Central,Lancaster City
2019,20001-40000,3,681,Los Angeles,North Central,Lancaster City
2019,400001-60000,3,505,Los Angeles,North Central,Lancaster City
2019,60001-80000,3,437,Los Angeles,North Central,Lancaster City
2019,80001-120000,3,519,Los Angeles,North Central,Lancaster City
2019,Negative Income,0,295,Los Angeles,North Central,Lancaster City
2019,No Income,3,395,Los Angeles,North Central,Lancaster City
2015,1-20000,2,489,Los Angeles,North Central,Palmdale City
2015,120001-160000,4,275,Los Angeles,North Central,Palmdale City
2015,160001-200000,4,68,Los Angeles,North Central,Palmdale City
2015,200000-Max,4,166,Los Angeles,North Central,Palmdale City
2015,20001-40000,3,468,Los Angeles,North Central,Palmdale City
2015,400001-60000,3,294,Los Angeles,North Central,Palmdale City
2015,60001-80000,3,154,Los Angeles,North Central,Palmdale City
2015,80001-120000,4,239,Los Angeles,North Central,Palmdale City
2015,Negative Income,0,88,Los Angeles,North Central,Palmdale City
2015,No Income,2,243,Los Angeles,North Central,Palmdale City
2016,1-20000,3,499,Los Angeles,North Central,Palmdale City
2016,120001-160000,4,154,Los Angeles,North Central,Palmdale City
2016,160001-200000,3,0,Los Angeles,North Central,Palmdale City
2016,200000-Max,3,495,Los Angeles,North Central,Palmdale City
2016,20001-40000,3,404,Los Angeles,North Central,Palmdale City
2016,400001-60000,4,270,Los Angeles,North Central,Palmdale City
2016,60001-80000,4,420,Los Angeles,North Central,Palmdale City
2016,80001-120000,4,392,Los Angeles,North Central,Palmdale City
2016,Negative Income,0,106,Los Angeles,North Central,Palmdale City
2016,No Income,2,64,Los Angeles,North Central,Palmdale City
2017,1-20000,2,454,Los Angeles,North Central,Palmdale City
2017,120001-160000,4,371,Los Angeles,North Central,Palmdale City
2017,160001-200000,4,268,Los Angeles,North Central,Palmdale City
2017,200000-Max,4,211,Los Angeles,North Central,Palmdale City
2017,20001-40000,3,434,Los Angeles,North Central,Palmdale City
2017,400001-60000,3,435,Los Angeles,North Central,Palmdale City
2017,60001-80000,4,514,Los Angeles,North Central,Palmdale City
2017,80001-120000,4,439,Los Angeles,North Central,Palmdale City
2017,Negative Income,0,128,Los Angeles,North Central,Palmdale City
2017,No Income,1,407,Los Angeles,North Central,Palmdale City
2018,1-20000,2,505,Los Angeles,North Central,Palmdale City
2018,120001-160000,4,457,Los Angeles,North Central,Palmdale City
2018,160001-200000,3,134,Los Angeles,North Central,Palmdale City
2018,200000-Max,4,206,Los Angeles,North Central,Palmdale City
2018,20001-40000,3,436,Los Angeles,North Central,Palmdale City
2018,400001-60000,3,321,Los Angeles,North Central,Palmdale City
2018,60001-80000,3,376,Los Angeles,North Central,Palmdale City
2018,80001-120000,4,263,Los Angeles,North Central,Palmdale City
2018,Negative Income,0,415,Los Angeles,North Central,Palmdale City
2018,No Income,3,836,Los Angeles,North Central,Palmdale City
2019,1-20000,2,527,Los Angeles,North Central,Palmdale City
2019,120001-160000,4,458,Los Angeles,North Central,Palmdale City
2019,160001-200000,3,389,Los Angeles,North Central,Palmdale City
2019,200000-Max,4,319,Los Angeles,North Central,Palmdale City
2019,20001-40000,3,496,Los Angeles,North Central,Palmdale City
2019,400001-60000,3,575,Los Angeles,North Central,Palmdale City
2019,60001-80000,4,334,Los Angeles,North Central,Palmdale City
2019,80001-120000,4,244,Los Angeles,North Central,Palmdale City
2019,Negative Income,0,839,Los Angeles,North Central,Palmdale City
2019,No Income,3,492,Los Angeles,North Central,Palmdale City
2015,1-20000,2,491,Los Angeles,North,LA City (North Central/Granada Hills 
2015,120001-160000,3,217,Los Angeles,North,LA City (North Central/Granada Hills 
2015,160001-200000,4,0,Los Angeles,North,LA City (North Central/Granada Hills 
2015,200000-Max,4,117,Los Angeles,North,LA City (North Central/Granada Hills 
2015,20001-40000,3,383,Los Angeles,North,LA City (North Central/Granada Hills 
2015,400001-60000,3,686,Los Angeles,North,LA City (North Central/Granada Hills 
2015,60001-80000,3,515,Los Angeles,North,LA City (North Central/Granada Hills 
2015,80001-120000,4,516,Los Angeles,North,LA City (North Central/Granada Hills 
2015,Negative Income,0,655,Los Angeles,North,LA City (North Central/Granada Hills 
2015,No Income,3,1058,Los Angeles,North,LA City (North Central/Granada Hills 
2016,1-20000,2,599,Los Angeles,North,LA City (North Central/Granada Hills 
2016,120001-160000,4,193,Los Angeles,North,LA City (North Central/Granada Hills 
2016,160001-200000,4,308,Los Angeles,North,LA City (North Central/Granada Hills 
2016,200000-Max,3,136,Los Angeles,North,LA City (North Central/Granada Hills 
2016,20001-40000,3,690,Los Angeles,North,LA City (North Central/Granada Hills 
2016,400001-60000,3,501,Los Angeles,North,LA City (North Central/Granada Hills 
2016,60001-80000,4,820,Los Angeles,North,LA City (North Central/Granada Hills 
2016,80001-120000,3,431,Los Angeles,North,LA City (North Central/Granada Hills 
2016,Negative Income,0,901,Los Angeles,North,LA City (North Central/Granada Hills 
2016,No Income,2,1325,Los Angeles,North,LA City (North Central/Granada Hills 
2017,1-20000,2,602,Los Angeles,North,LA City (North Central/Granada Hills 
2017,120001-160000,4,519,Los Angeles,North,LA City (North Central/Granada Hills 
2017,160001-200000,3,490,Los Angeles,North,LA City (North Central/Granada Hills 
2017,200000-Max,4,190,Los Angeles,North,LA City (North Central/Granada Hills 
2017,20001-40000,3,652,Los Angeles,North,LA City (North Central/Granada Hills 
2017,400001-60000,3,598,Los Angeles,North,LA City (North Central/Granada Hills 
2017,60001-80000,3,558,Los Angeles,North,LA City (North Central/Granada Hills 
2017,80001-120000,3,374,Los Angeles,North,LA City (North Central/Granada Hills 
2017,Negative Income,0,231,Los Angeles,North,LA City (North Central/Granada Hills 
2017,No Income,3,653,Los Angeles,North,LA City (North Central/Granada Hills 
2018,1-20000,2,456,Los Angeles,North,LA City (North Central/Granada Hills 
2018,120001-160000,3,268,Los Angeles,North,LA City (North Central/Granada Hills 
2018,160001-200000,4,818,Los Angeles,North,LA City (North Central/Granada Hills 
2018,200000-Max,3,93,Los Angeles,North,LA City (North Central/Granada Hills 
2018,20001-40000,2,431,Los Angeles,North,LA City (North Central/Granada Hills 
2018,400001-60000,3,789,Los Angeles,North,LA City (North Central/Granada Hills 
2018,60001-80000,3,367,Los Angeles,North,LA City (North Central/Granada Hills 
2018,80001-120000,3,376,Los Angeles,North,LA City (North Central/Granada Hills 
2018,Negative Income,0,417,Los Angeles,North,LA City (North Central/Granada Hills 
2018,No Income,2,329,Los Angeles,North,LA City (North Central/Granada Hills 
2019,1-20000,2,715,Los Angeles,North,LA City (North Central/Granada Hills 
2019,120001-160000,4,422,Los Angeles,North,LA City (North Central/Granada Hills 
2019,160001-200000,4,267,Los Angeles,North,LA City (North Central/Granada Hills 
2019,200000-Max,4,144,Los Angeles,North,LA City (North Central/Granada Hills 
2019,20001-40000,3,684,Los Angeles,North,LA City (North Central/Granada Hills 
2019,400001-60000,3,841,Los Angeles,North,LA City (North Central/Granada Hills 
2019,60001-80000,3,984,Los Angeles,North,LA City (North Central/Granada Hills 
2019,80001-120000,3,501,Los Angeles,North,LA City (North Central/Granada Hills 
2019,Negative Income,0,529,Los Angeles,North,LA City (North Central/Granada Hills 
2019,No Income,1,362,Los Angeles,North,LA City (North Central/Granada Hills 
2015,1-20000,3,748,Los Angeles,North,LA City (North Central/Mission Hills 
2015,120001-160000,5,408,Los Angeles,North,LA City (North Central/Mission Hills 
2015,160001-200000,4,306,Los Angeles,North,LA City (North Central/Mission Hills 
2015,200000-Max,4,177,Los Angeles,North,LA City (North Central/Mission Hills 
2015,20001-40000,3,881,Los Angeles,North,LA City (North Central/Mission Hills 
2015,400001-60000,4,672,Los Angeles,North,LA City (North Central/Mission Hills 
2015,60001-80000,4,576,Los Angeles,North,LA City (North Central/Mission Hills 
2015,80001-120000,4,337,Los Angeles,North,LA City (North Central/Mission Hills 
2015,Negative Income,0,376,Los Angeles,North,LA City (North Central/Mission Hills 
2015,No Income,2,828,Los Angeles,North,LA City (North Central/Mission Hills 
2016,1-20000,3,864,Los Angeles,North,LA City (North Central/Mission Hills 
2016,120001-160000,5,91,Los Angeles,North,LA City (North Central/Mission Hills 
2016,160001-200000,4,801,Los Angeles,North,LA City (North Central/Mission Hills 
2016,200000-Max,5,389,Los Angeles,North,LA City (North Central/Mission Hills 
2016,20001-40000,3,866,Los Angeles,North,LA City (North Central/Mission Hills 
2016,400001-60000,3,777,Los Angeles,North,LA City (North Central/Mission Hills 
2016,60001-80000,3,587,Los Angeles,North,LA City (North Central/Mission Hills 
2016,80001-120000,4,302,Los Angeles,North,LA City (North Central/Mission Hills 
2016,Negative Income,0,1048,Los Angeles,North,LA City (North Central/Mission Hills 
2016,No Income,2,662,Los Angeles,North,LA City (North Central/Mission Hills 
2017,1-20000,2,770,Los Angeles,North,LA City (North Central/Mission Hills 
2017,120001-160000,5,182,Los Angeles,North,LA City (North Central/Mission Hills 
2017,160001-200000,4,204,Los Angeles,North,LA City (North Central/Mission Hills 
2017,200000-Max,4,4,Los Angeles,North,LA City (North Central/Mission Hills 
2017,20001-40000,3,1009,Los Angeles,North,LA City (North Central/Mission Hills 
2017,400001-60000,3,832,Los Angeles,North,LA City (North Central/Mission Hills 
2017,60001-80000,4,777,Los Angeles,North,LA City (North Central/Mission Hills 
2017,80001-120000,4,585,Los Angeles,North,LA City (North Central/Mission Hills 
2017,Negative Income,0,1106,Los Angeles,North,LA City (North Central/Mission Hills 
2017,No Income,2,349,Los Angeles,North,LA City (North Central/Mission Hills 
2018,1-20000,3,714,Los Angeles,North,LA City (North Central/Mission Hills 
2018,120001-160000,4,530,Los Angeles,North,LA City (North Central/Mission Hills 
2018,160001-200000,5,468,Los Angeles,North,LA City (North Central/Mission Hills 
2018,200000-Max,4,278,Los Angeles,North,LA City (North Central/Mission Hills 
2018,20001-40000,3,824,Los Angeles,North,LA City (North Central/Mission Hills 
2018,400001-60000,3,875,Los Angeles,North,LA City (North Central/Mission Hills 
2018,60001-80000,3,726,Los Angeles,North,LA City (North Central/Mission Hills 
2018,80001-120000,4,665,Los Angeles,North,LA City (North Central/Mission Hills 
2018,Negative Income,0,919,Los Angeles,North,LA City (North Central/Mission Hills 
2018,No Income,3,1242,Los Angeles,North,LA City (North Central/Mission Hills 
2019,1-20000,2,909,Los Angeles,North,LA City (North Central/Mission Hills 
2019,120001-160000,4,645,Los Angeles,North,LA City (North Central/Mission Hills 
2019,160001-200000,5,312,Los Angeles,North,LA City (North Central/Mission Hills 
2019,200000-Max,4,291,Los Angeles,North,LA City (North Central/Mission Hills 
2019,20001-40000,3,925,Los Angeles,North,LA City (North Central/Mission Hills 
2019,400001-60000,3,1022,Los Angeles,North,LA City (North Central/Mission Hills 
2019,60001-80000,3,685,Los Angeles,North,LA City (North Central/Mission Hills 
2019,80001-120000,3,669,Los Angeles,North,LA City (North Central/Mission Hills 
2019,Negative Income,0,753,Los Angeles,North,LA City (North Central/Mission Hills 
2019,No Income,1,802,Los Angeles,North,LA City (North Central/Mission Hills 
2015,1-20000,2,839,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,120001-160000,3,1071,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,160001-200000,3,788,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,200000-Max,3,313,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,20001-40000,2,886,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,400001-60000,2,1119,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,60001-80000,2,1045,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,80001-120000,2,979,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,Negative Income,0,417,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,No Income,1,1056,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,1-20000,2,734,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,120001-160000,2,953,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,160001-200000,4,875,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,200000-Max,3,804,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,20001-40000,2,1159,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,400001-60000,2,1116,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,60001-80000,3,856,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,80001-120000,2,961,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,Negative Income,0,277,Los Angeles,North,LA City (Northeast/North Hollywood 
2016,No Income,2,1279,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,1-20000,2,1052,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,120001-160000,3,751,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,160001-200000,3,833,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,200000-Max,4,220,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,20001-40000,2,1093,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,400001-60000,3,996,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,60001-80000,2,1025,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,80001-120000,3,1187,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,Negative Income,0,715,Los Angeles,North,LA City (Northeast/North Hollywood 
2017,No Income,1,868,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,1-20000,2,1007,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,120001-160000,3,678,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,160001-200000,3,1407,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,200000-Max,4,795,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,20001-40000,2,1074,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,400001-60000,2,1191,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,60001-80000,2,1095,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,80001-120000,3,1246,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,Negative Income,0,676,Los Angeles,North,LA City (Northeast/North Hollywood 
2018,No Income,1,964,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,1-20000,2,960,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,120001-160000,3,1148,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,160001-200000,3,1562,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,200000-Max,4,515,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,20001-40000,2,1115,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,400001-60000,2,1209,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,60001-80000,2,1491,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,80001-120000,3,1202,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,Negative Income,0,1119,Los Angeles,North,LA City (Northeast/North Hollywood 
2019,No Income,1,690,Los Angeles,North,LA City (Northeast/North Hollywood 
2015,1-20000,2,762,Los Angeles,North,LA City (Northeast/Sunland
2015,120001-160000,3,209,Los Angeles,North,LA City (Northeast/Sunland
2015,160001-200000,3,0,Los Angeles,North,LA City (Northeast/Sunland
2015,200000-Max,4,174,Los Angeles,North,LA City (Northeast/Sunland
2015,20001-40000,3,695,Los Angeles,North,LA City (Northeast/Sunland
2015,400001-60000,3,413,Los Angeles,North,LA City (Northeast/Sunland
2015,60001-80000,3,375,Los Angeles,North,LA City (Northeast/Sunland
2015,80001-120000,3,623,Los Angeles,North,LA City (Northeast/Sunland
2015,Negative Income,0,280,Los Angeles,North,LA City (Northeast/Sunland
2015,No Income,1,296,Los Angeles,North,LA City (Northeast/Sunland
2016,1-20000,2,708,Los Angeles,North,LA City (Northeast/Sunland
2016,120001-160000,3,547,Los Angeles,North,LA City (Northeast/Sunland
2016,160001-200000,4,136,Los Angeles,North,LA City (Northeast/Sunland
2016,200000-Max,4,254,Los Angeles,North,LA City (Northeast/Sunland
2016,20001-40000,3,755,Los Angeles,North,LA City (Northeast/Sunland
2016,400001-60000,3,461,Los Angeles,North,LA City (Northeast/Sunland
2016,60001-80000,3,540,Los Angeles,North,LA City (Northeast/Sunland
2016,80001-120000,3,363,Los Angeles,North,LA City (Northeast/Sunland
2016,Negative Income,0,75,Los Angeles,North,LA City (Northeast/Sunland
2016,No Income,2,1496,Los Angeles,North,LA City (Northeast/Sunland
2017,1-20000,2,677,Los Angeles,North,LA City (Northeast/Sunland
2017,120001-160000,3,203,Los Angeles,North,LA City (Northeast/Sunland
2017,160001-200000,4,106,Los Angeles,North,LA City (Northeast/Sunland
2017,200000-Max,3,76,Los Angeles,North,LA City (Northeast/Sunland
2017,20001-40000,2,815,Los Angeles,North,LA City (Northeast/Sunland
2017,400001-60000,3,505,Los Angeles,North,LA City (Northeast/Sunland
2017,60001-80000,3,454,Los Angeles,North,LA City (Northeast/Sunland
2017,80001-120000,3,540,Los Angeles,North,LA City (Northeast/Sunland
2017,Negative Income,0,279,Los Angeles,North,LA City (Northeast/Sunland
2017,No Income,1,795,Los Angeles,North,LA City (Northeast/Sunland
2018,1-20000,2,722,Los Angeles,North,LA City (Northeast/Sunland
2018,120001-160000,3,369,Los Angeles,North,LA City (Northeast/Sunland
2018,160001-200000,4,67,Los Angeles,North,LA City (Northeast/Sunland
2018,200000-Max,4,146,Los Angeles,North,LA City (Northeast/Sunland
2018,20001-40000,2,558,Los Angeles,North,LA City (Northeast/Sunland
2018,400001-60000,3,698,Los Angeles,North,LA City (Northeast/Sunland
2018,60001-80000,3,524,Los Angeles,North,LA City (Northeast/Sunland
2018,80001-120000,3,524,Los Angeles,North,LA City (Northeast/Sunland
2018,Negative Income,0,353,Los Angeles,North,LA City (Northeast/Sunland
2018,No Income,1,531,Los Angeles,North,LA City (Northeast/Sunland
2019,1-20000,2,668,Los Angeles,North,LA City (Northeast/Sunland
2019,120001-160000,4,417,Los Angeles,North,LA City (Northeast/Sunland
2019,160001-200000,4,560,Los Angeles,North,LA City (Northeast/Sunland
2019,200000-Max,3,228,Los Angeles,North,LA City (Northeast/Sunland
2019,20001-40000,3,798,Los Angeles,North,LA City (Northeast/Sunland
2019,400001-60000,2,489,Los Angeles,North,LA City (Northeast/Sunland
2019,60001-80000,3,583,Los Angeles,North,LA City (Northeast/Sunland
2019,80001-120000,3,474,Los Angeles,North,LA City (Northeast/Sunland
2019,Negative Income,0,201,Los Angeles,North,LA City (Northeast/Sunland
2019,No Income,2,114,Los Angeles,North,LA City (Northeast/Sunland
2015,1-20000,2,658,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,120001-160000,3,248,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,160001-200000,3,186,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,200000-Max,3,268,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,20001-40000,2,751,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,400001-60000,3,787,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,60001-80000,3,638,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,80001-120000,3,474,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,Negative Income,0,622,Los Angeles,North,LA City (Northwest/Chatsworth 
2015,No Income,2,1346,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,1-20000,2,730,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,120001-160000,3,375,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,160001-200000,3,194,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,200000-Max,3,162,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,20001-40000,2,681,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,400001-60000,3,804,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,60001-80000,3,573,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,80001-120000,3,558,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,Negative Income,0,426,Los Angeles,North,LA City (Northwest/Chatsworth 
2016,No Income,1,1017,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,1-20000,1,583,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,120001-160000,3,642,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,160001-200000,3,323,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,200000-Max,3,179,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,20001-40000,2,723,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,400001-60000,2,867,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,60001-80000,3,963,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,80001-120000,3,713,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,Negative Income,0,259,Los Angeles,North,LA City (Northwest/Chatsworth 
2017,No Income,1,519,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,1-20000,2,780,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,120001-160000,3,532,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,160001-200000,3,378,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,200000-Max,4,274,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,20001-40000,2,967,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,400001-60000,2,793,Los Angeles,North,LA City (Northwest/Chatsworth 
2018,60001-80000,3,646,Los Angeles,North,LA City (Northwest/Chatsworth 
