Year,Average Household Income,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2017,120001-160000,4.0,371.0,Los Angeles,North Central,Palmdale City
2017,160001-200000,4.0,268.0,Los Angeles,North Central,Palmdale City
2017,200000-Max,4.0,211.0,Los Angeles,North Central,Palmdale City
2017,20001-40000,3.0,434.0,Los Angeles,North Central,Palmdale City
2017,400001-60000,3.0,435.0,Los Angeles,North Central,Palmdale City
2017,60001-80000,4.0,514.0,Los Angeles,North Central,Palmdale City
2017,80001-120000,4.0,439.0,Los Angeles,North Central,Palmdale City
2017,Negative Income,0.0,128.0,Los Angeles,North Central,Palmdale City
2017,No Income,1.0,407.0,Los Angeles,North Central,Palmdale City
2018,1-20000,2.0,505.0,Los Angeles,North Central,Palmdale City
2018,120001-160000,4.0,457.0,Los Angeles,North Central,Palmdale City
2018,160001-200000,3.0,134.0,Los Angeles,North Central,Palmdale City
2018,200000-Max,4.0,206.0,Los Angeles,North Central,Palmdale City
2018,20001-40000,3.0,436.0,Los Angeles,North Central,Palmdale City
2018,400001-60000,3.0,321.0,Los Angeles,North Central,Palmdale City
2018,60001-80000,3.0,376.0,Los Angeles,North Central,Palmdale City
2018,80001-120000,4.0,263.0,Los Angeles,North Central,Palmdale City
2018,Negative Income,0.0,415.0,Los Angeles,North Central,Palmdale City
2018,No Income,3.0,836.0,Los Angeles,North Central,Palmdale City
2019,1-20000,2.0,527.0,Los Angeles,North Central,Palmdale City
2019,120001-160000,4.0,458.0,Los Angeles,North Central,Palmdale City
2019,160001-200000,3.0,389.0,Los Angeles,North Central,Palmdale City
2019,200000-Max,4.0,319.0,Los Angeles,North Central,Palmdale City
2019,20001-40000,3.0,496.0,Los Angeles,North Central,Palmdale City
2019,400001-60000,3.0,575.0,Los Angeles,North Central,Palmdale City
2019,60001-80000,4.0,334.0,Los Angeles,North Central,Palmdale City
2019,80001-120000,4.0,244.0,Los Angeles,North Central,Palmdale City
2019,Negative Income,0.0,839.0,Los Angeles,North Central,Palmdale City
2019,No Income,3.0,492.0,Los Angeles,North Central,Palmdale City
2015,1-20000,2.0,491.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,120001-160000,3.0,217.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,160001-200000,4.0,0.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,200000-Max,4.0,117.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,20001-40000,3.0,383.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,400001-60000,3.0,686.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,60001-80000,3.0,515.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,80001-120000,4.0,516.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,Negative Income,0.0,655.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,No Income,3.0,1058.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,1-20000,2.0,599.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,120001-160000,4.0,193.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,160001-200000,4.0,308.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,200000-Max,3.0,136.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,20001-40000,3.0,690.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,400001-60000,3.0,501.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,60001-80000,4.0,820.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,80001-120000,3.0,431.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,Negative Income,0.0,901.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2016,No Income,2.0,1325.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,1-20000,2.0,602.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,120001-160000,4.0,519.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,160001-200000,3.0,490.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,200000-Max,4.0,190.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,20001-40000,3.0,652.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,400001-60000,3.0,598.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,60001-80000,3.0,558.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,80001-120000,3.0,374.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,Negative Income,0.0,231.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2017,No Income,3.0,653.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,1-20000,2.0,456.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,120001-160000,3.0,268.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,160001-200000,4.0,818.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,200000-Max,3.0,93.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,20001-40000,2.0,431.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,400001-60000,3.0,789.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,60001-80000,3.0,367.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,80001-120000,3.0,376.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,Negative Income,0.0,417.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2018,No Income,2.0,329.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,1-20000,2.0,715.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,120001-160000,4.0,422.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,160001-200000,4.0,267.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,200000-Max,4.0,144.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,20001-40000,3.0,684.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,400001-60000,3.0,841.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,60001-80000,3.0,984.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,80001-120000,3.0,501.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,Negative Income,0.0,529.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2019,No Income,1.0,362.0,Los Angeles,North,LA City (North Central/Granada Hills & Sylmar)
2015,1-20000,3.0,748.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,120001-160000,5.0,408.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,160001-200000,4.0,306.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,200000-Max,4.0,177.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,20001-40000,3.0,881.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,400001-60000,4.0,672.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,60001-80000,4.0,576.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,80001-120000,4.0,337.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,Negative Income,0.0,376.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,No Income,2.0,828.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,1-20000,3.0,864.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,120001-160000,5.0,91.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,160001-200000,4.0,801.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,200000-Max,5.0,389.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,20001-40000,3.0,866.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,400001-60000,3.0,777.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,60001-80000,3.0,587.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,80001-120000,4.0,302.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,Negative Income,0.0,1048.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2016,No Income,2.0,662.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,1-20000,2.0,770.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,120001-160000,5.0,182.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,160001-200000,4.0,204.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,200000-Max,4.0,4.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,20001-40000,3.0,1009.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,400001-60000,3.0,832.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,60001-80000,4.0,777.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,80001-120000,4.0,585.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,Negative Income,0.0,1106.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2017,No Income,2.0,349.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,1-20000,3.0,714.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,120001-160000,4.0,530.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,160001-200000,5.0,468.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,200000-Max,4.0,278.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,20001-40000,3.0,824.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,400001-60000,3.0,875.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,60001-80000,3.0,726.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,80001-120000,4.0,665.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,Negative Income,0.0,919.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2018,No Income,3.0,1242.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,1-20000,2.0,909.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,120001-160000,4.0,645.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,160001-200000,5.0,312.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,200000-Max,4.0,291.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,20001-40000,3.0,925.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,400001-60000,3.0,1022.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,60001-80000,3.0,685.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,80001-120000,3.0,669.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,Negative Income,0.0,753.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2019,No Income,1.0,802.0,Los Angeles,North,LA City (North Central/Mission Hills & Panorama City)
2015,1-20000,2.0,839.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,120001-160000,3.0,1071.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,160001-200000,3.0,788.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,200000-Max,3.0,313.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,20001-40000,2.0,886.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,400001-60000,2.0,1119.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,60001-80000,2.0,1045.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,80001-120000,2.0,979.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,Negative Income,0.0,417.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,No Income,1.0,1056.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,1-20000,2.0,734.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,120001-160000,2.0,953.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,160001-200000,4.0,875.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,200000-Max,3.0,804.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,20001-40000,2.0,1159.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,400001-60000,2.0,1116.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,60001-80000,3.0,856.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,80001-120000,2.0,961.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,Negative Income,0.0,277.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2016,No Income,2.0,1279.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,1-20000,2.0,1052.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,120001-160000,3.0,751.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,160001-200000,3.0,833.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,200000-Max,4.0,220.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,20001-40000,2.0,1093.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,400001-60000,3.0,996.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,60001-80000,2.0,1025.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,80001-120000,3.0,1187.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,Negative Income,0.0,715.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2017,No Income,1.0,868.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,1-20000,2.0,1007.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,120001-160000,3.0,678.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,160001-200000,3.0,1407.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,200000-Max,4.0,795.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,20001-40000,2.0,1074.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,400001-60000,2.0,1191.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,60001-80000,2.0,1095.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,80001-120000,3.0,1246.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,Negative Income,0.0,676.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2018,No Income,1.0,964.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,1-20000,2.0,960.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,120001-160000,3.0,1148.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,160001-200000,3.0,1562.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,200000-Max,4.0,515.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,20001-40000,2.0,1115.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,400001-60000,2.0,1209.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,60001-80000,2.0,1491.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,80001-120000,3.0,1202.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,Negative Income,0.0,1119.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2019,No Income,1.0,690.0,Los Angeles,North,LA City (Northeast/North Hollywood & Valley Village)
2015,1-20000,2.0,762.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,120001-160000,3.0,209.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,160001-200000,3.0,0.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,200000-Max,4.0,174.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,20001-40000,3.0,695.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,400001-60000,3.0,413.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,60001-80000,3.0,375.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,80001-120000,3.0,623.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,Negative Income,0.0,280.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,No Income,1.0,296.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,1-20000,2.0,708.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,120001-160000,3.0,547.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,160001-200000,4.0,136.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,200000-Max,4.0,254.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,20001-40000,3.0,755.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,400001-60000,3.0,461.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,60001-80000,3.0,540.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,80001-120000,3.0,363.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,Negative Income,0.0,75.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2016,No Income,2.0,1496.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,1-20000,2.0,677.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,120001-160000,3.0,203.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,160001-200000,4.0,106.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,200000-Max,3.0,76.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,20001-40000,2.0,815.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,400001-60000,3.0,505.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,60001-80000,3.0,454.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,80001-120000,3.0,540.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,Negative Income,0.0,279.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2017,No Income,1.0,795.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,1-20000,2.0,722.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,120001-160000,3.0,369.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,160001-200000,4.0,67.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,200000-Max,4.0,146.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,20001-40000,2.0,558.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,400001-60000,3.0,698.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,60001-80000,3.0,524.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,80001-120000,3.0,524.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,Negative Income,0.0,353.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2018,No Income,1.0,531.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,1-20000,2.0,668.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,120001-160000,4.0,417.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,160001-200000,4.0,560.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,200000-Max,3.0,228.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,20001-40000,3.0,798.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,400001-60000,2.0,489.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,60001-80000,3.0,583.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,80001-120000,3.0,474.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,Negative Income,0.0,201.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2019,No Income,2.0,114.0,Los Angeles,North,"LA City (Northeast/Sunland, Sun Valley & Tujunga)"
2015,1-20000,2.0,658.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,120001-160000,3.0,248.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,160001-200000,3.0,186.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,200000-Max,3.0,268.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,20001-40000,2.0,751.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,400001-60000,3.0,787.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,60001-80000,3.0,638.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,80001-120000,3.0,474.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,Negative Income,0.0,622.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,No Income,2.0,1346.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,1-20000,2.0,730.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,120001-160000,3.0,375.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,160001-200000,3.0,194.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,200000-Max,3.0,162.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,20001-40000,2.0,681.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,400001-60000,3.0,804.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,60001-80000,3.0,573.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,80001-120000,3.0,558.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,Negative Income,0.0,426.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2016,No Income,1.0,1017.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,1-20000,1.0,583.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,120001-160000,3.0,642.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,160001-200000,3.0,323.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,200000-Max,3.0,179.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,20001-40000,2.0,723.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,400001-60000,2.0,867.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,60001-80000,3.0,963.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,80001-120000,3.0,713.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,Negative Income,0.0,259.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2017,No Income,1.0,519.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,1-20000,2.0,780.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,120001-160000,3.0,532.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,160001-200000,3.0,378.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,200000-Max,4.0,274.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,20001-40000,2.0,967.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,400001-60000,2.0,793.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,60001-80000,3.0,646.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,80001-120000,3.0,622.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,Negative Income,0.0,993.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2018,No Income,1.0,1184.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,1-20000,2.0,661.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,120001-160000,3.0,333.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,160001-200000,3.0,734.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,200000-Max,3.0,192.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,20001-40000,2.0,1094.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,400001-60000,2.0,760.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,60001-80000,3.0,728.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,80001-120000,3.0,762.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,Negative Income,0.0,813.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2019,No Income,2.0,1763.0,Los Angeles,North,LA City (Northwest/Chatsworth & Porter Ranch)
2015,1-20000,2.0,285.0,Los Angeles,North/Unincorporated,Castaic
2015,120001-160000,3.0,233.0,Los Angeles,North/Unincorporated,Castaic
2015,160001-200000,3.0,337.0,Los Angeles,North/Unincorporated,Castaic
2015,200000-Max,4.0,0.0,Los Angeles,North/Unincorporated,Castaic
2015,20001-40000,2.0,446.0,Los Angeles,North/Unincorporated,Castaic
2015,400001-60000,3.0,269.0,Los Angeles,North/Unincorporated,Castaic
2015,60001-80000,3.0,281.0,Los Angeles,North/Unincorporated,Castaic
2015,80001-120000,3.0,241.0,Los Angeles,North/Unincorporated,Castaic
2015,Negative Income,0.0,175.0,Los Angeles,North/Unincorporated,Castaic
2015,No Income,3.0,496.0,Los Angeles,North/Unincorporated,Castaic
